,blueFirstBlood,blueKills,blueDeaths,blueGoldDiff,blueExperienceDiff,blueWardsPlacedDiff,blueWardsDestroyedDiff,blueAvgLevelDiff,blueAssistsDiff,blueTotalMinionsKilledDiff,blueTotalJungleMinionsKilledDiff,blueEliteMonstersDiff,blueDragonsDiff,blueHeraldsDiff,blueTowersDestroyedDiff,blueWins
4481,0,2,4,-1386,-335,-5,0,-0.20000000000000018,-6,-1,-17,0,0,0,0,0
861,0,8,8,1683,-172,0,-1,0.0,2,37,9,1,1,0,0,1
6983,1,5,8,-1729,-2105,149,-1,-0.6000000000000005,-2,-3,-12,-2,-1,1,0,0
2653,0,5,6,-1315,-1049,-27,-2,0.0,-2,-22,6,1,1,0,0,0
5534,1,10,6,1729,2306,16,3,0.40000000000000036,4,3,19,0,0,0,0,1
2804,0,6,6,-966,111,-4,2,-0.20000000000000018,0,-17,1,0,0,0,0,0
8609,0,4,7,-1108,-570,-7,-2,0.0,-10,-5,0,0,-1,0,0,0
5886,0,7,7,-869,327,-11,1,0.0,1,-17,-4,-1,-1,0,-1,0
2351,0,7,6,-33,-677,9,-3,-0.20000000000000018,5,-18,-8,0,0,0,0,1
8780,0,6,9,-554,174,2,-1,0.0,-6,27,-1,-2,-1,1,0,0
1908,0,7,9,-833,-773,-6,2,-0.20000000000000018,-9,-10,-4,0,-1,0,0,0
1437,0,11,6,2520,2092,-35,0,0.20000000000000018,8,19,0,0,0,0,0,1
5262,1,8,2,2485,2934,-2,4,0.6000000000000005,3,12,3,0,-1,0,0,0
699,0,6,5,-973,-674,7,1,-0.20000000000000018,5,-47,-7,1,1,0,0,1
2084,0,2,5,-1860,-1622,-2,-1,-0.40000000000000036,-6,11,12,1,1,0,0,0
4191,0,1,1,152,-1124,-24,1,-0.20000000000000018,0,13,-5,-1,-1,0,0,0
4877,0,5,4,1063,-391,-2,-1,0.20000000000000018,3,-6,-15,0,-1,0,1,0
1267,1,10,6,2606,964,1,1,0.20000000000000018,4,20,1,-1,-1,0,0,1
738,1,9,9,-25,1849,-5,0,0.20000000000000018,0,16,8,1,1,0,0,0
4644,1,10,5,3149,2125,0,2,0.40000000000000036,8,-4,23,2,1,0,0,1
2364,1,2,11,-5540,-3682,-1,0,-0.7999999999999998,-11,-52,16,1,1,0,-1,0
594,1,8,3,4867,4211,2,1,0.8000000000000007,-2,64,16,2,1,0,1,1
74,1,6,4,1151,470,0,1,0.20000000000000018,1,37,2,0,1,1,0,1
9492,0,6,8,86,467,-38,2,0.20000000000000018,1,9,0,-2,-1,1,0,0
4233,1,9,9,-1675,-1382,3,1,-0.20000000000000018,1,-9,-2,0,1,1,0,0
7182,1,11,3,3648,1867,24,3,0.5999999999999996,13,14,-32,1,1,0,0,1
3540,1,4,1,852,-26,3,0,0.0,7,-42,-6,0,0,0,0,1
2394,1,8,2,2588,1543,5,-3,0.20000000000000018,7,11,-12,-1,0,1,0,1
8064,0,4,8,-2661,-3190,-91,-2,-0.40000000000000036,-3,-42,-16,-2,-1,1,0,0
599,1,5,4,862,-426,-6,2,0.20000000000000018,3,38,-2,1,1,0,0,1
7427,0,1,4,-2798,-3625,-31,0,-0.8000000000000007,-4,-54,-21,-2,-1,1,0,0
6022,0,4,7,-306,-953,-23,-1,-0.40000000000000036,-5,8,9,-1,-1,0,0,1
8486,0,6,6,253,-529,0,-3,-0.40000000000000036,-3,22,-4,-2,-1,1,0,1
474,0,4,11,-3799,-3285,9,-2,-0.6000000000000005,-7,-26,-4,-1,-1,0,0,0
2051,0,9,15,-1988,-616,-37,-2,-0.20000000000000018,-10,-15,4,-2,-1,1,0,0
4052,0,6,7,-1747,-1827,-60,-1,-0.20000000000000018,-4,-34,-3,2,1,0,0,1
2499,1,12,11,778,1443,5,0,0.40000000000000036,-2,-11,11,0,0,0,0,0
972,1,8,6,2077,1804,-3,-2,0.20000000000000018,-5,43,-15,-1,-1,0,0,1
4283,1,4,1,1259,2317,1,0,0.7999999999999998,8,-13,23,1,1,0,0,1
1380,1,5,4,42,367,-5,-5,0.20000000000000018,-1,-19,-10,-1,-1,0,0,1
3021,0,3,13,-5563,-4698,-1,2,-1.0,-5,-26,-26,-2,-1,1,0,0
7059,1,12,3,5797,4364,1,1,1.2000000000000002,11,25,5,-1,-1,0,0,1
6939,1,5,6,-566,-1162,-3,-2,-0.20000000000000018,-5,-1,1,1,1,0,0,0
5009,0,5,7,-862,-406,-7,1,-0.20000000000000018,-8,47,-12,-1,-1,0,0,1
6925,0,5,7,-638,1771,0,-1,0.20000000000000018,-4,-18,30,1,1,0,0,0
2248,0,1,11,-7952,-5684,-1,-3,-1.2000000000000002,-11,-90,11,-2,-1,1,-1,0
4901,0,3,6,-1187,-714,-62,2,-0.40000000000000036,-1,-17,7,0,-1,0,0,0
3433,0,3,9,-5089,-1828,4,-1,-0.40000000000000036,-6,-60,2,0,0,0,0,0
6207,0,7,6,2294,2616,0,-1,0.40000000000000036,-2,17,24,1,1,0,1,1
3470,1,4,1,1168,481,4,-1,0.1999999999999993,4,-13,6,1,1,0,0,0
4389,1,3,5,-907,-1650,2,-2,-0.6000000000000005,-3,-18,-6,-1,-1,0,0,0
9600,1,13,4,2842,1659,0,-1,0.6000000000000005,16,-16,4,-1,-1,0,0,1
2221,0,6,4,1820,1893,3,0,0.20000000000000018,3,20,-1,-1,-1,0,0,1
9186,0,11,8,16,-639,4,-1,-0.40000000000000036,2,-34,-12,-2,-1,1,0,1
6025,1,9,6,1491,1101,0,-1,0.39999999999999947,5,-4,-6,-2,-1,1,0,0
6907,1,5,13,-3562,-3319,6,-1,-1.0,-16,-22,-12,0,0,0,0,0
1084,0,6,4,1579,1223,-2,1,0.20000000000000018,5,-20,31,-1,-1,0,0,0
5657,0,7,9,-561,-489,19,0,0.0,0,9,1,0,0,0,0,0
9399,0,9,7,1717,775,6,1,0.40000000000000036,3,8,20,0,1,1,0,1
4762,0,9,4,3332,2911,1,1,0.5999999999999996,4,26,9,1,1,0,0,1
4314,1,4,4,161,-97,24,-20,0.40000000000000036,0,-10,18,1,1,0,0,0
4855,0,6,8,-1823,-2149,26,-1,-0.40000000000000036,1,-41,-13,-1,-1,0,0,0
8917,0,2,8,-3427,-1792,-4,3,-0.40000000000000036,-6,-53,2,-1,-1,0,0,0
6214,1,9,6,4242,2348,23,1,0.40000000000000036,6,42,23,0,0,0,0,1
5600,1,6,7,-158,-67,-3,0,-0.20000000000000018,-11,17,3,-1,-1,0,0,0
5467,1,6,2,1295,1167,-49,12,0.20000000000000018,1,-15,-3,-1,-1,0,0,1
8800,1,6,8,-1209,-1556,-2,-1,-0.6000000000000005,-3,-51,6,1,1,0,0,0
8649,1,7,2,2177,186,-1,-1,0.0,12,-33,-8,1,1,0,0,1
8590,1,6,3,2171,960,17,1,0.39999999999999947,3,7,4,0,0,0,0,1
8378,1,3,4,1487,617,1,0,0.20000000000000018,-4,34,-12,0,-1,0,1,1
2927,0,8,4,1627,1723,132,1,0.6000000000000005,8,-2,-12,-1,-1,0,0,0
7572,1,10,4,5117,4126,-1,-2,0.7999999999999998,8,47,20,1,1,0,0,1
2790,0,10,4,2329,2416,0,2,0.6000000000000005,8,-43,-14,-1,0,1,0,0
8420,0,4,8,-2733,-2104,-4,-1,-0.6000000000000005,-5,-8,-16,-2,-1,1,0,0
8416,1,5,1,994,-85,39,3,-0.20000000000000018,8,-45,-18,-1,-1,0,0,1
50,0,7,9,-1559,-407,-8,-4,-0.20000000000000018,-8,3,-3,-1,-1,0,0,0
4750,1,8,8,-373,-1526,2,0,-0.20000000000000018,3,-15,-20,-1,-1,0,0,0
667,0,4,6,-1367,-197,-2,7,0.20000000000000018,-9,-27,5,1,0,0,0,0
7829,0,8,6,231,-184,6,-1,-0.20000000000000018,10,-23,-4,-1,-1,0,0,0
641,1,9,8,-197,-2391,-59,-1,-0.40000000000000036,3,-17,-2,2,1,0,0,1
1610,0,8,8,-355,279,-21,0,0.20000000000000018,4,3,-4,0,0,0,0,0
7169,0,4,9,-3148,-2107,-3,0,-0.40000000000000036,-6,-4,-12,-1,-1,0,0,0
9695,0,6,9,-1938,-1993,-28,14,-0.40000000000000036,-4,-38,0,0,-1,0,0,0
6318,1,10,10,1060,7,-24,-2,-0.39999999999999947,-3,8,24,-1,-1,0,1,0
5229,0,1,9,-4377,-4323,-2,-1,-0.8000000000000007,-3,-5,-30,1,1,0,0,0
8022,1,4,12,-4199,-3415,-10,2,-0.6000000000000005,-8,-23,8,1,0,0,-1,0
8882,0,3,5,-1069,-298,4,-5,0.0,-2,4,-2,1,1,0,0,0
6147,0,5,7,-1517,-1331,-42,-3,-0.20000000000000018,-5,-21,4,0,0,0,0,0
8562,1,8,9,-696,-1472,-1,0,-0.40000000000000036,0,-3,-2,1,1,0,0,0
8897,1,7,6,1977,1635,3,0,0.20000000000000018,-6,67,1,0,0,0,0,1
8935,1,10,4,3134,1069,-23,2,0.0,10,32,-11,-1,-1,0,0,1
1102,1,6,9,-2865,-3840,-8,3,-1.0,-2,-21,-12,-2,-1,1,0,0
7347,0,6,14,-5634,-3787,-2,-3,-0.7999999999999998,-5,-55,-6,-1,-1,0,0,0
3909,0,4,14,-3638,-1582,-47,1,-0.5999999999999996,-11,-9,-12,1,0,0,0,0
4071,0,2,9,-5367,-3464,-11,0,-0.6000000000000005,-6,-26,-12,0,1,1,-1,0
7984,0,9,11,-896,-661,21,-14,-0.40000000000000036,-6,-21,-16,1,1,0,0,1
6685,0,2,6,-1510,-1756,2,-1,-0.6000000000000005,-8,-7,13,-1,-1,0,0,0
4014,1,8,4,2470,1917,-3,-3,0.39999999999999947,5,26,9,1,1,0,0,1
9567,1,5,4,-299,-1889,-19,2,-0.40000000000000036,-1,17,-1,1,1,0,0,0
9012,0,5,10,-3036,-2088,0,2,-0.6000000000000005,-2,-26,-19,-1,-1,0,0,1
6113,1,6,5,850,-98,4,0,-0.20000000000000018,4,26,5,1,1,0,0,0
659,1,7,3,3328,3696,-1,-2,0.7999999999999998,0,64,22,1,1,0,0,1
8858,1,7,6,-206,-363,40,1,-0.40000000000000036,-1,-24,21,0,-1,0,0,1
4884,0,5,7,-1243,-1229,33,2,-0.39999999999999947,1,-49,23,-1,-1,0,0,0
3854,0,8,7,-627,-998,4,0,-0.20000000000000018,4,-15,-10,0,0,0,0,0
5117,1,4,4,-601,-1965,2,0,-0.40000000000000036,4,-34,-14,0,-1,0,0,1
5507,0,5,8,-2111,-1385,-3,-1,-0.20000000000000018,1,-59,-25,-1,-1,0,0,1
6890,0,5,3,1067,1824,-6,0,0.40000000000000036,3,10,0,0,0,0,0,1
8884,1,10,9,1899,896,0,0,0.20000000000000018,3,3,14,0,0,0,0,1
3478,1,6,6,2077,266,-7,-1,0.40000000000000036,3,14,9,-1,-1,0,0,1
676,0,3,6,-1864,-1945,-6,2,-0.40000000000000036,-5,12,-12,0,1,1,0,0
870,0,7,7,-776,166,1,0,0.20000000000000018,-9,-24,-3,1,1,0,0,0
8170,1,7,10,-877,418,39,1,-0.20000000000000018,-6,-31,18,1,1,0,0,1
547,0,1,3,-1547,-916,0,0,-0.6000000000000005,-1,-17,-4,-2,-1,1,0,0
2753,1,4,8,-2101,-2009,-2,2,-0.6000000000000005,-4,-37,0,-2,-1,1,0,0
5443,0,0,7,-4737,-3600,1,2,-1.0,-7,-54,1,-1,-1,0,0,0
8650,0,5,11,-2840,-1360,1,-2,-0.7999999999999998,-7,11,-14,0,0,0,0,0
4564,0,4,5,-428,-432,0,-2,-0.20000000000000018,0,22,-12,-2,-1,1,0,1
6257,1,9,4,5619,3506,1,-1,0.7999999999999998,6,59,10,-1,-1,0,1,1
5050,1,5,3,896,1396,25,0,0.6000000000000005,-1,-40,18,1,1,0,0,0
3577,1,3,4,-3335,-2502,30,1,-0.40000000000000036,-1,-50,-18,-2,-1,1,-1,1
8798,0,3,7,-2129,-1542,-3,1,-0.40000000000000036,-9,-24,16,-1,-1,0,0,0
7361,1,3,3,-411,-2213,-1,-2,-0.20000000000000018,3,-5,-16,-1,-1,0,0,0
8764,1,4,4,1071,644,-4,5,0.20000000000000018,-1,23,23,2,1,0,0,1
8489,1,4,6,-1346,-2280,-1,3,-0.40000000000000036,-4,3,-5,-1,-1,0,0,0
6028,0,9,4,2188,2716,13,0,0.6000000000000005,4,7,15,2,1,0,0,1
1906,1,2,3,-1183,-2491,36,-1,-0.40000000000000036,1,-6,-13,1,1,0,0,0
8172,0,11,5,1790,350,-21,-2,0.0,11,-43,3,1,1,0,0,1
182,1,8,2,2304,2532,2,-2,1.0,3,21,-4,1,1,0,0,1
4528,0,5,5,833,383,-20,2,0.20000000000000018,-6,30,27,1,1,0,0,1
6950,1,8,6,801,-1533,1,0,-0.20000000000000018,12,-17,-8,0,0,0,0,0
5518,1,6,7,-632,675,-2,0,0.0,-6,12,-9,-1,-1,0,0,0
8384,1,7,5,1564,1214,-47,2,0.40000000000000036,1,12,-8,0,-1,0,0,1
4265,1,10,4,2978,3229,-4,1,0.6000000000000005,5,1,1,0,0,0,0,0
2045,1,2,7,-2862,-3209,2,-1,-1.0,-11,-15,-22,-1,-1,0,0,0
3394,1,5,4,1153,-5,3,-1,0.0,-2,14,-12,-1,-1,0,0,1
6922,0,9,10,-1085,-1716,-3,3,-0.40000000000000036,-4,-11,-28,1,1,0,0,1
2418,0,3,4,-324,1651,-9,3,0.40000000000000036,-3,-3,7,0,-1,0,0,1
392,1,9,3,1849,669,61,1,0.6000000000000005,15,-4,-10,0,1,1,0,1
3891,1,13,3,6387,3453,5,-2,1.0,12,43,17,0,1,1,1,1
1688,1,6,6,1498,149,3,1,0.1999999999999993,-2,23,11,0,-1,0,0,0
9691,0,6,4,1656,1298,35,-1,0.1999999999999993,3,8,8,1,0,0,0,0
9089,1,5,5,-106,-827,61,0,-0.20000000000000018,0,-33,-11,-1,-1,0,0,0
6678,0,4,11,-2272,-2400,-18,-1,-0.7999999999999998,-5,6,6,-1,-1,0,0,0
5452,0,5,6,-486,-137,-6,-1,-0.20000000000000018,1,-6,-1,-1,-1,0,0,0
8829,0,4,1,1527,1629,2,1,0.40000000000000036,3,22,7,1,1,0,0,1
2601,0,5,5,544,2063,-39,2,0.6000000000000005,-2,25,26,0,0,0,0,1
5348,0,1,5,-673,-48,6,0,0.0,-5,27,24,1,1,0,0,0
2440,0,5,6,-135,-997,25,0,0.0,-1,-13,-9,-1,-1,0,0,1
600,1,4,3,-403,-26,-44,-5,0.0,3,-26,-10,-1,-1,0,0,0
8906,1,6,5,507,510,98,5,0.0,-2,-2,-8,0,-1,0,1,0
4025,0,10,7,3227,1158,-1,-2,0.6000000000000005,7,56,-5,-1,-1,0,0,0
1657,1,5,4,1018,-1023,1,3,-0.20000000000000018,1,10,-9,0,1,1,0,1
166,0,5,9,-2865,-1441,19,-3,-0.20000000000000018,-2,-41,8,-1,-1,0,0,0
819,0,1,7,-553,-114,-5,2,-0.20000000000000018,-7,42,6,0,0,0,0,0
2311,0,6,6,301,872,0,-1,0.40000000000000036,0,-13,8,-1,-1,0,0,1
3226,1,9,7,1766,1606,-24,1,0.6000000000000005,2,23,9,0,1,1,0,1
897,0,5,11,-3707,-1742,-4,1,-0.40000000000000036,-4,-43,-17,-2,-1,1,0,1
9218,1,12,9,1769,2294,0,1,0.5999999999999996,6,64,-24,-1,-1,0,0,0
2461,1,10,2,4565,2079,-1,1,0.7999999999999998,10,60,-8,2,1,0,0,1
7211,0,5,7,-155,-51,-5,-2,-0.20000000000000018,-5,19,-4,0,0,0,0,0
1782,0,1,6,-856,-2269,-54,-3,-0.6000000000000005,-10,-4,10,0,-1,0,1,0
3681,0,8,3,4509,2253,3,0,0.0,12,27,7,-1,-1,0,1,1
426,0,4,3,-513,992,-21,0,0.0,-1,-23,3,1,0,0,0,1
4714,1,2,3,-635,-1175,-2,-1,-0.7999999999999998,-2,0,3,0,0,0,0,0
2463,1,7,6,2544,862,-2,-2,0.20000000000000018,-2,22,0,0,-1,0,1,1
8258,1,7,3,1768,939,5,0,0.0,10,16,7,2,1,0,0,0
9658,1,5,12,-3587,-2861,0,2,-0.40000000000000036,-7,12,2,-2,-1,1,-1,0
5122,1,9,7,-1099,-1318,-29,0,-0.40000000000000036,0,-44,4,1,1,0,0,1
6228,0,1,3,-465,-801,110,-2,0.20000000000000018,-2,10,4,1,1,0,0,0
3749,0,8,13,-2693,-709,12,1,-0.20000000000000018,-1,-24,0,0,0,0,0,0
5615,0,2,5,-1828,-1146,-1,-1,-0.20000000000000018,-4,19,-33,-1,-1,0,0,0
3983,0,3,3,-292,-127,2,-3,0.20000000000000018,0,-7,-2,0,1,1,0,1
5553,1,7,2,3257,2138,-9,-1,0.7999999999999998,5,17,4,0,0,0,0,1
4455,1,3,3,359,-386,-21,2,0.0,4,-13,7,-1,-1,0,0,1
7321,0,10,9,508,1164,1,1,0.20000000000000018,-3,22,3,2,1,0,0,1
7886,0,9,14,-2191,-1391,1,-1,-0.39999999999999947,-10,-26,-13,0,-1,0,0,0
2100,1,13,4,7242,4995,-19,-1,1.2000000000000002,7,95,18,0,1,1,1,1
5988,0,3,3,580,709,-5,1,0.20000000000000018,4,24,21,0,1,1,0,0
4693,1,7,3,1310,-95,6,0,-0.20000000000000018,3,5,-10,-1,-1,0,0,1
6889,1,7,4,1575,-516,1,1,0.0,5,-28,-20,1,1,0,0,1
84,0,10,10,908,306,1,-1,0.0,-2,-2,11,1,1,0,0,1
435,0,3,2,2330,2167,0,1,0.40000000000000036,2,34,16,0,0,0,0,1
1746,1,3,4,-1759,-2019,-27,2,-0.40000000000000036,1,-21,-21,-1,-1,0,0,0
814,0,4,9,-3874,-2423,0,1,-0.40000000000000036,-7,-54,-2,0,0,0,0,0
2423,1,4,5,145,972,-1,1,0.40000000000000036,-6,14,20,1,1,0,0,1
4538,0,7,11,-3230,-3243,-2,-2,-0.7999999999999998,0,-47,-12,-1,-1,0,0,0
8860,0,10,5,5113,4028,-35,5,1.0,4,60,13,0,-1,0,1,0
7217,1,6,6,-1070,-893,-3,2,0.0,0,-37,-22,1,1,0,0,0
6835,0,11,7,3774,4377,6,0,1.0,6,57,32,1,1,0,0,0
4525,0,5,9,-988,-1321,-43,2,-0.40000000000000036,-3,5,5,0,1,1,0,0
7271,1,3,6,-1186,-1760,17,2,-0.40000000000000036,3,-21,-6,2,1,0,0,0
5311,1,7,5,2555,2123,-27,1,0.20000000000000018,5,85,-1,0,0,0,0,1
4722,0,6,6,297,1283,24,0,0.5999999999999996,0,-20,7,0,0,0,0,1
4429,1,10,3,3002,2125,7,-1,0.6000000000000005,5,30,-18,0,1,1,0,1
6812,1,5,0,2741,868,4,0,0.20000000000000018,4,-2,-5,0,-1,0,0,1
8742,1,7,4,1371,1179,23,7,0.40000000000000036,4,-26,6,0,0,0,0,1
8089,1,5,10,-3704,-4361,-25,1,-0.7999999999999998,-5,-47,-31,-1,-1,0,0,0
7434,0,7,3,1621,1793,3,0,0.40000000000000036,2,-4,3,1,1,0,0,0
7353,0,8,9,-1143,-1447,4,-4,-0.20000000000000018,1,-15,-12,2,1,0,0,0
8835,1,7,1,3650,2712,3,3,1.0,11,-14,23,1,1,0,0,1
4198,1,8,5,1868,726,4,1,0.40000000000000036,2,13,-9,0,0,0,0,1
902,0,6,10,-1286,-848,0,-1,-0.20000000000000018,-10,22,9,0,0,0,0,1
8746,1,7,9,-753,-299,3,-1,0.0,5,1,-9,0,0,0,0,1
5022,0,2,8,-3455,-2405,-44,-2,-0.40000000000000036,-8,-27,4,0,0,0,0,1
832,1,5,8,-3991,-3529,-21,2,-1.0,-2,-64,-22,1,1,0,0,0
4600,0,4,7,-1910,-1781,-22,0,-0.6000000000000005,-2,-27,7,0,0,0,0,0
895,0,5,10,-2793,-1055,0,1,-0.20000000000000018,-5,-10,-8,1,1,0,0,0
5364,1,11,3,1906,1369,2,2,0.20000000000000018,10,-13,-13,1,1,0,0,1
8875,0,3,4,-1093,-1958,5,-5,-0.39999999999999947,2,-23,8,1,1,0,0,1
3366,0,4,6,-2814,-2772,-1,4,-0.6000000000000005,-2,-30,-20,1,1,0,0,1
5865,1,3,7,-1685,-2902,-6,0,-0.8000000000000007,-2,-26,-11,1,0,0,0,1
1802,0,4,11,-4406,-2504,-4,-2,-0.6000000000000005,-12,-16,-13,1,1,0,-1,1
4550,1,7,2,3129,1416,0,1,0.20000000000000018,3,34,-8,-1,-1,0,0,1
1543,0,5,9,-2419,-1437,-33,0,-0.40000000000000036,-7,-53,8,-1,0,1,0,1
6572,0,6,10,-370,555,65,-4,0.40000000000000036,-7,9,13,-1,-1,0,0,0
5486,0,6,6,-677,-67,24,-3,0.0,0,-24,4,-1,-1,0,0,1
2346,0,1,2,-1450,340,-4,0,0.20000000000000018,-1,-39,15,0,-1,0,0,0
6880,0,7,9,-3255,-1798,1,-1,-0.5999999999999996,-6,-70,-9,-1,-1,0,0,0
1100,0,5,7,-1550,-1018,10,3,0.0,-6,-6,-11,0,0,0,0,1
968,0,5,9,-1630,-130,6,-4,-0.20000000000000018,-8,-22,10,-1,-1,0,0,0
9872,1,7,7,756,1,-48,-3,0.0,1,15,-22,-1,-1,0,0,1
3371,1,9,7,423,1071,3,0,0.20000000000000018,3,-21,7,2,1,0,0,1
978,0,3,11,-5141,-4745,-5,1,-1.0,-10,-83,-15,-1,-1,0,-1,0
6156,1,5,5,-1335,-1142,24,0,-0.20000000000000018,-6,-10,-29,0,-1,0,0,0
5985,1,15,3,6577,4426,10,3,0.7999999999999998,9,50,2,1,0,0,0,1
6355,1,6,4,1995,2344,-28,9,0.40000000000000036,6,-4,15,1,1,0,0,1
9628,0,7,5,3135,2366,6,0,0.6000000000000005,4,56,20,1,0,0,0,1
1695,1,3,13,-4882,-4505,-38,0,-1.2000000000000002,-16,-7,-37,-1,-1,0,0,0
1812,1,10,6,3424,3153,26,-1,1.0,3,48,7,0,0,0,0,1
1490,1,7,4,125,2058,17,-4,0.40000000000000036,2,-17,5,0,0,0,0,0
3194,1,8,5,-232,-1633,36,-3,-0.40000000000000036,10,-24,-35,0,0,0,0,0
3140,1,9,8,-377,842,19,2,0.40000000000000036,2,-18,8,0,1,1,0,1
2998,1,11,9,-224,-765,-86,-3,-0.20000000000000018,1,-49,12,1,1,0,0,1
1333,1,11,9,1326,351,5,0,-0.20000000000000018,4,15,2,1,1,0,0,0
7746,0,3,15,-7666,-5484,-3,3,-1.0,-12,-48,-52,-1,0,1,-1,0
3178,0,6,6,-708,-1311,-67,12,-0.40000000000000036,4,-9,0,0,0,0,0,1
8990,0,6,5,-1661,-1259,33,-1,-0.20000000000000018,8,-24,-28,-2,-1,1,-1,1
4010,0,2,9,-3613,-1592,27,-1,-0.40000000000000036,-8,5,-4,1,1,0,0,0
8751,1,12,9,1454,1187,-1,4,0.20000000000000018,-4,18,7,1,1,0,0,0
3187,0,6,5,-456,-1135,1,-1,0.0,1,10,0,0,-1,0,0,1
1272,1,10,8,1181,-934,0,0,0.0,8,24,9,2,1,0,0,1
9486,0,3,12,-3620,-2690,-5,1,-0.40000000000000036,-7,-26,23,0,-1,0,0,0
3103,1,4,6,-1066,10,2,-2,0.20000000000000018,-5,-36,19,-1,-1,0,0,0
2431,1,13,8,4161,2591,6,0,0.6000000000000005,5,28,4,1,0,0,2,1
6364,0,5,10,-3688,-4038,-66,0,-0.6000000000000005,-8,-4,-16,-2,-1,1,0,0
201,0,4,4,1507,1667,-14,0,0.20000000000000018,3,38,1,1,0,0,0,1
9473,0,4,5,-215,155,-1,2,0.0,0,-37,20,0,0,0,0,0
3402,1,4,7,-2153,-2348,22,-1,-0.20000000000000018,0,-4,-40,1,1,0,0,0
3393,0,9,7,849,794,-20,-1,0.20000000000000018,3,33,-24,1,1,0,0,1
7235,0,3,10,-5293,-3777,30,0,-0.8000000000000007,-9,-73,-15,0,0,0,0,0
231,1,9,6,1728,-738,11,0,-0.20000000000000018,6,32,-16,0,0,0,0,0
6615,0,11,7,1711,1767,-1,1,0.20000000000000018,6,-6,8,1,1,0,0,1
2489,1,4,12,-2711,-282,5,0,0.0,-17,-10,19,-1,-1,0,0,0
3669,1,3,7,-1235,-956,24,-16,-0.20000000000000018,0,-6,2,-1,-1,0,0,1
4309,1,6,3,2880,2785,-42,2,0.40000000000000036,1,69,0,1,1,0,0,1
5628,1,6,3,1642,-1085,4,3,-0.20000000000000018,8,24,-8,0,1,1,0,0
89,0,3,10,-3685,-3119,-7,0,-0.8000000000000007,-11,10,-14,0,1,1,0,0
8913,1,3,3,62,1348,3,0,0.0,-3,-5,-4,1,0,0,0,0
2537,0,6,10,-2263,-2155,-3,2,-0.39999999999999947,-2,-42,5,-1,-1,0,0,1
6292,1,11,2,3298,1038,0,-4,0.20000000000000018,14,-40,-4,0,0,0,0,1
6094,0,4,13,-4486,-5334,-10,0,-1.0,-6,-14,-16,0,0,0,0,0
9293,0,1,1,1089,33,-32,1,0.0,1,40,1,1,0,0,0,1
8524,1,8,9,-95,194,1,1,0.20000000000000018,-1,-9,20,1,1,0,0,1
2579,1,9,3,3691,2805,5,2,0.20000000000000018,7,54,8,2,1,0,0,1
9664,1,10,7,2830,1605,-2,6,0.40000000000000036,3,29,4,0,1,1,1,0
4215,0,7,4,1270,-1625,5,-2,0.0,4,3,-26,-1,-1,0,0,0
46,1,11,2,5096,3310,-1,1,1.1999999999999993,7,55,-5,0,0,0,0,1
2840,1,5,7,-17,-514,4,2,-0.20000000000000018,-5,35,0,-1,-1,0,0,1
1978,0,1,7,-5800,-3960,2,2,-1.1999999999999993,-15,-43,-21,-1,-1,0,-1,0
4709,0,4,9,-1620,-720,2,-3,-0.40000000000000036,-4,21,16,0,0,0,0,0
7795,1,7,6,-514,-1465,-14,-2,-0.40000000000000036,-3,-27,-13,-1,-1,0,0,0
5816,1,1,13,-6954,-5631,-2,-3,-1.6000000000000005,-15,-43,-12,-2,-1,1,0,0
3945,1,14,7,3331,1795,0,1,0.40000000000000036,9,50,-24,1,1,0,0,0
2006,0,6,4,742,-654,-4,2,-0.20000000000000018,7,-39,8,1,1,0,0,0
9104,0,1,6,-3675,-2454,-72,1,-0.40000000000000036,-3,-36,-8,0,0,0,0,0
1303,0,8,6,856,1638,-31,1,0.40000000000000036,3,4,4,0,1,1,0,1
6362,0,8,8,-451,-1201,2,0,-0.20000000000000018,4,21,-22,0,0,0,0,0
161,1,9,5,2217,2183,4,1,0.40000000000000036,6,-4,28,0,1,1,0,1
3180,0,3,15,-5924,-3368,1,-2,-0.6000000000000005,-17,-29,-3,-2,-1,1,0,0
4924,0,2,6,-1645,-1076,-15,0,0.20000000000000018,-6,-6,-3,-1,-1,0,0,1
8591,0,11,8,2700,1463,6,-1,0.40000000000000036,8,-20,11,1,0,0,1,1
1229,1,8,2,4793,3669,-1,3,1.2000000000000002,9,3,44,1,1,0,0,1
1080,1,4,5,-338,-9,59,-3,-0.40000000000000036,-2,-2,-13,-1,-1,0,0,1
7583,1,4,16,-5395,-5287,-33,-3,-1.4000000000000004,-13,-46,-12,-2,-1,1,0,0
3650,0,3,13,-6319,-3391,-3,-2,-0.7999999999999998,-18,7,-12,-1,-1,0,0,0
4579,1,10,10,2100,1556,-7,0,0.40000000000000036,0,9,6,2,1,0,1,0
1226,0,7,3,2301,3412,10,0,0.8000000000000007,5,-16,19,0,0,0,0,1
5720,0,5,4,17,-1014,12,-1,-0.40000000000000036,2,-30,0,0,0,0,0,0
2236,0,3,4,-279,577,28,2,-0.20000000000000018,-2,-29,6,-1,-1,0,0,0
558,0,5,7,-2189,-1838,-33,-6,-0.20000000000000018,-3,-25,-29,-1,-1,0,0,0
1331,1,5,6,-1434,-1409,-2,-1,-0.40000000000000036,4,-53,4,-1,0,1,0,0
