blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWardsPlaced,redWardsDestroyed,redAssists,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,blueWins
15,7,1,7,3,5,1,1,0,16742,7.4,19145,215,67,85,1,2,0,0,0,15274,7.2,18213,247,60,1
14,6,1,5,5,6,1,0,0,16345,6.8,17499,246,45,19,1,5,0,0,0,16211,7.2,18521,239,58,1
44,3,0,4,7,4,0,1,0,15475,6.6,16428,195,56,16,2,15,0,0,0,17447,6.8,17438,230,43,0
16,3,0,2,9,0,0,0,0,14319,6.4,16192,210,56,74,2,15,0,0,0,17233,6.8,17815,193,37,0
19,3,1,10,7,9,0,1,0,17619,7.2,18563,186,49,16,2,4,1,0,0,16346,7.0,17941,186,57,0
15,7,0,5,8,6,0,0,0,15242,6.4,16237,204,44,31,4,10,1,0,0,16949,6.8,17837,231,51,0
15,1,0,1,9,1,0,1,0,14055,6.8,17109,204,48,18,4,9,0,0,0,17927,7.6,20282,214,48,0
17,2,0,6,2,7,0,1,0,16646,7.2,18530,226,51,12,1,2,1,0,0,14294,6.8,17528,210,60,0
24,3,0,6,7,5,0,0,0,16505,7.0,17667,208,70,17,2,10,1,0,0,16554,6.8,17167,207,45,0
15,0,0,2,8,2,0,0,0,12292,5.8,13648,152,36,15,1,11,0,1,2,21633,7.4,19965,239,84,0
11,2,0,8,10,8,0,0,0,16748,6.8,16907,178,44,17,3,8,1,0,0,18327,7.2,18622,215,66,1
23,5,1,7,6,6,1,0,0,17743,7.4,19173,255,52,16,3,4,0,0,0,16171,7.0,18344,218,47,1
19,0,0,8,8,4,1,0,0,16359,7.0,17830,204,56,12,3,7,0,1,0,17095,7.2,18056,232,39,0
22,7,1,6,3,5,1,0,0,16942,7.0,18645,216,71,85,4,3,0,0,0,14910,6.4,16449,210,48,1
41,0,0,8,7,9,0,0,0,17430,6.8,17345,210,33,16,2,7,1,0,0,17009,7.0,18100,216,42,0
24,1,1,12,4,13,1,0,0,18552,6.6,17072,207,44,13,3,4,0,0,0,13707,6.0,14283,183,30,1
18,3,1,7,8,9,0,1,0,16276,7.0,17562,195,40,16,3,10,0,0,0,17492,7.0,18191,210,76,1
26,3,0,4,5,3,0,0,0,14925,7.0,18636,218,49,16,7,4,1,0,0,16300,7.6,19486,220,76,0
15,2,1,7,7,8,1,0,0,15970,6.8,17491,200,44,17,4,4,0,0,0,16306,7.0,18172,220,40,0
50,4,1,10,6,11,1,0,0,17592,6.8,17430,186,47,15,1,11,0,0,0,16175,6.6,16259,220,32,1
37,5,0,10,6,18,0,0,0,17690,7.2,18278,192,45,16,1,5,0,0,0,16313,6.6,15849,194,42,0
15,2,1,13,4,23,0,0,0,18957,7.4,19663,222,68,15,3,7,1,0,0,16115,6.8,18004,238,64,1
12,7,1,6,5,3,1,1,1,17948,7.0,18736,247,48,18,1,7,0,0,0,15513,6.8,17842,219,35,1
12,3,1,8,7,7,1,0,0,16972,7.0,18007,184,44,14,1,7,0,0,0,16081,6.6,16953,196,51,1
39,2,0,3,11,3,0,0,0,15495,7.0,17144,231,40,13,9,7,1,0,0,18104,7.0,19392,237,56,0
15,0,1,2,5,4,0,0,0,14635,7.0,17734,235,54,16,0,2,0,0,0,16113,7.2,19122,246,67,0
11,0,1,8,8,12,0,0,0,16033,6.8,17402,188,52,14,1,6,0,1,1,19055,7.2,18015,221,54,0
25,5,1,14,3,15,0,0,0,20317,7.4,20330,212,54,13,4,4,0,0,0,14164,6.4,16414,196,45,1
16,1,0,7,5,7,1,0,0,16346,6.8,17401,227,52,14,2,5,0,0,0,16436,7.0,17299,234,40,1
20,4,1,4,6,3,0,0,0,15119,6.8,18065,211,56,21,4,4,1,0,0,15661,7.4,19300,224,54,0
23,1,0,2,5,3,1,1,0,14974,7.0,18286,224,60,15,5,5,0,0,0,15700,7.0,18317,216,61,1
22,4,0,7,6,11,0,0,0,16587,6.8,17801,216,44,20,6,8,0,0,0,17261,6.6,16892,219,34,0
15,0,1,7,3,8,0,0,0,16702,6.8,17865,203,54,15,4,6,0,0,0,14989,6.6,16474,228,42,1
16,1,1,16,0,17,1,0,0,20603,7.4,20443,245,44,12,1,0,0,0,0,12730,6.6,15218,188,44,1
44,4,0,5,12,6,0,0,0,15851,6.6,16800,182,56,19,0,9,1,0,0,19099,7.2,19242,243,44,0
8,1,1,9,8,11,1,0,0,17049,6.8,17343,180,49,13,1,8,0,0,0,16902,7.2,18768,193,63,1
18,5,1,4,3,5,1,0,0,15449,6.8,17026,206,52,18,3,1,0,0,0,15026,6.6,17341,254,44,0
16,4,0,14,10,23,0,0,0,19139,6.8,17648,180,28,19,3,14,0,0,0,18325,7.0,17566,203,46,0
17,2,0,5,7,9,0,0,0,14690,6.4,15168,188,40,14,0,9,1,0,2,20116,7.0,18283,245,43,0
14,0,0,3,5,3,0,0,0,16026,7.0,18490,233,57,11,1,6,1,0,0,16580,6.8,17969,234,44,1
18,2,1,12,11,10,0,0,0,18849,7.2,18593,216,42,19,3,12,1,0,0,18147,7.0,18589,182,54,0
41,3,1,9,9,13,1,0,0,17641,6.8,16803,199,38,18,5,11,0,0,0,17205,6.4,16465,207,33,0
37,3,1,12,5,15,1,0,0,19141,7.6,20647,192,60,15,2,3,0,0,0,14847,6.4,16209,210,36,1
37,15,0,6,6,9,0,0,0,15754,6.6,16844,198,36,104,3,5,0,0,0,16462,7.0,18155,207,36,1
16,11,0,3,13,6,0,0,0,14991,6.6,17279,207,53,38,0,16,0,0,0,21041,7.6,21360,273,60,0
19,4,0,3,5,3,0,0,0,15242,7.2,17856,216,44,33,0,4,0,0,0,16016,6.8,17522,243,45,0
17,6,0,5,8,4,0,0,0,14665,6.6,15242,188,32,19,4,6,0,0,0,16942,6.6,17046,225,50,1
23,1,1,6,10,7,1,1,0,17520,7.4,19706,239,73,14,3,10,0,0,0,18647,7.2,19235,239,55,1
19,4,0,5,10,6,0,1,0,15020,6.6,16196,182,52,41,8,11,1,0,0,17640,6.8,17233,197,51,0
12,1,1,9,4,8,0,1,1,19978,7.4,19500,251,54,36,2,2,1,0,0,14777,7.0,17844,179,52,1
18,5,0,14,7,13,1,0,1,20488,6.8,17390,201,52,18,6,5,0,0,0,15953,6.2,15420,191,40,1
18,3,0,15,9,14,0,0,0,20134,7.4,19414,183,52,11,3,7,0,0,0,17689,7.0,17647,221,36,1
46,5,1,9,5,10,0,0,0,17413,7.0,17940,229,25,15,0,7,0,0,0,16192,7.0,18112,213,67,1
37,2,0,1,9,3,0,0,0,13719,6.4,16024,202,43,16,3,8,0,0,0,18211,7.6,20109,219,75,0
33,3,1,8,7,7,1,0,0,17722,7.2,18555,224,43,53,4,6,0,1,0,16585,7.2,19164,225,47,1
18,1,1,4,1,4,0,1,1,16808,6.8,17831,227,46,15,2,0,1,0,0,14332,6.8,17059,248,53,0
20,5,1,13,7,10,1,0,0,19402,7.0,18727,213,51,18,2,8,0,0,0,17003,6.6,17008,212,32,0
17,5,0,2,2,2,0,0,0,15423,6.8,18333,227,60,16,2,3,1,0,0,14724,6.8,17580,232,46,1
12,1,0,5,4,0,0,0,0,15297,7.0,18319,202,57,17,1,2,1,0,0,15280,6.6,17267,210,48,1
18,2,0,9,9,6,1,0,0,18137,7.0,19154,218,62,17,3,14,0,0,0,17936,6.6,17558,197,61,1
23,4,1,7,10,8,0,1,1,18063,6.6,16794,228,48,16,3,19,1,0,0,18226,6.8,17468,201,58,0
156,3,1,9,6,10,1,0,0,17419,7.0,18137,209,45,15,2,5,0,0,0,15223,6.6,16892,192,34,1
15,2,1,11,4,7,1,0,1,20543,7.6,20964,233,57,11,1,2,0,0,0,14014,6.8,16480,161,60,1
31,2,0,2,3,4,0,0,0,15267,6.8,17987,226,80,18,1,1,1,0,0,15659,7.4,18982,254,60,0
14,2,0,4,5,7,1,0,0,15786,6.8,17823,207,54,15,2,3,0,0,0,15878,7.4,18993,215,50,0
37,1,0,10,8,10,0,0,0,18588,7.2,19735,225,64,16,1,7,0,0,0,16206,6.8,17121,192,28,1
122,1,0,3,2,4,1,0,0,15033,6.8,18279,211,59,107,2,2,0,0,0,15027,7.2,18074,221,57,0
19,4,0,10,12,17,1,0,0,17872,7.0,18662,206,68,21,3,17,0,1,1,20568,7.2,18592,245,36,1
22,5,1,13,3,21,0,0,0,20387,7.0,18610,232,35,18,4,4,1,0,0,14707,6.4,16435,196,48,1
19,2,1,8,9,15,0,0,0,16730,6.6,16831,221,38,16,3,10,0,0,0,17540,7.2,18057,204,59,1
15,2,1,3,4,6,0,0,0,14782,6.8,16677,213,49,19,1,4,1,0,0,16246,7.0,18186,238,56,0
17,3,0,1,11,1,0,0,0,12789,6.4,15191,157,48,15,2,13,1,0,0,19259,7.4,20546,256,63,0
14,0,1,7,2,8,0,0,0,17474,7.4,19214,238,52,14,3,3,0,0,0,14179,6.6,16374,229,36,1
16,2,1,7,6,7,0,0,0,18035,7.0,18668,250,48,13,2,13,0,0,0,16058,6.8,17033,183,47,1
18,6,1,4,3,4,1,0,0,16114,7.0,17563,235,39,21,3,5,0,0,0,14791,6.8,17538,203,48,0
22,3,0,6,5,7,0,0,0,16818,7.4,18786,232,57,17,2,2,1,1,0,15882,7.2,18082,221,54,0
19,1,1,8,2,7,0,0,0,16424,6.8,17611,196,48,14,4,0,0,1,0,13836,6.6,16068,185,60,1
16,3,0,4,4,3,1,0,0,15024,7.0,17340,217,49,15,3,6,0,1,0,16267,7.0,18601,221,62,1
16,3,0,1,2,0,1,0,0,14603,7.0,18478,232,71,38,3,5,0,0,0,13933,6.8,17032,197,52,1
15,5,0,7,5,6,0,1,0,17323,7.2,18801,240,49,21,2,4,1,0,0,16075,7.2,19044,222,58,1
17,2,0,4,5,6,0,0,0,15256,6.8,16513,210,41,21,3,5,1,0,0,16213,7.2,18780,235,64,1
14,2,1,3,4,3,1,0,0,15718,6.8,17585,256,57,19,1,6,0,0,0,15632,6.8,17900,220,42,1
16,4,1,13,3,14,1,0,1,20955,7.2,19806,225,64,13,2,3,0,0,0,15819,6.8,17021,213,60,1
17,2,0,5,4,4,0,0,0,16891,7.4,19197,207,79,69,3,4,1,0,0,15831,6.8,17643,211,60,0
14,1,1,4,4,3,0,0,0,15021,6.8,16981,207,44,38,1,5,1,1,0,16275,7.0,17937,249,48,0
16,2,0,3,2,4,1,0,0,15240,6.6,17591,234,52,13,2,3,0,0,0,14917,6.6,17199,231,56,0
16,0,0,1,10,0,0,1,0,13589,6.6,16161,207,60,16,2,12,1,0,0,19382,7.8,20811,250,60,0
16,3,1,6,2,7,0,1,0,16898,7.2,19309,247,57,15,4,2,0,0,0,13971,6.6,16174,212,49,1
12,2,1,7,2,8,0,0,0,17490,7.6,19737,259,66,15,1,2,0,0,0,14610,6.6,16706,215,50,0
77,3,0,5,6,6,0,0,0,16627,7.0,18363,223,59,52,3,7,1,0,0,16762,7.0,19360,236,68,1
23,5,0,3,5,3,1,0,0,14684,6.8,16985,217,49,37,1,4,0,0,0,16896,7.2,18651,258,57,1
14,1,1,6,4,7,0,0,0,16508,7.0,18227,204,47,34,2,5,0,1,0,16019,7.2,19390,235,58,0
105,0,0,3,8,2,0,0,0,14522,6.4,15305,211,39,40,3,6,0,1,1,18118,7.0,18043,236,52,0
15,5,1,10,1,9,1,0,0,19225,7.4,20071,253,43,16,2,1,0,1,0,14278,6.8,18020,200,49,1
16,1,1,9,4,10,1,1,0,17097,7.2,18583,220,47,13,2,3,0,0,0,15911,7.0,17676,213,68,1
20,4,0,7,7,9,0,0,0,16946,6.8,17971,217,55,16,1,10,1,1,0,16566,6.6,16221,230,36,1
19,4,0,8,14,7,0,1,0,16948,6.6,17462,181,44,18,3,13,1,0,2,22283,7.0,18464,253,34,0
20,21,1,4,4,7,0,0,0,15582,6.4,15958,238,43,42,2,7,1,0,0,14605,6.4,15824,204,36,1
14,2,0,0,5,0,0,0,0,14211,6.6,17270,232,59,21,6,3,1,1,1,17262,7.2,19384,250,55,0
15,3,1,9,3,11,0,1,1,19723,7.2,19678,249,35,16,1,2,1,0,0,15114,7.2,18489,226,63,1
26,3,1,3,9,4,0,0,0,14280,6.2,15054,190,45,15,1,10,1,0,0,17835,7.0,18261,220,43,0
14,3,0,4,6,4,1,0,0,15433,7.2,18889,218,66,16,1,4,0,0,0,17062,7.4,19176,249,42,0
42,4,0,1,6,3,1,0,0,14261,7.0,17724,198,67,67,4,11,0,0,0,16421,6.8,17639,207,39,0
14,6,1,4,5,5,0,0,0,15165,6.8,17251,218,49,14,4,5,1,0,0,16451,7.2,18946,244,52,1
13,2,0,3,7,2,0,0,0,15412,6.8,17502,211,45,16,3,9,1,1,1,19180,7.4,19613,246,64,1
22,4,1,8,10,11,0,0,0,16756,6.8,16405,192,48,22,6,11,0,1,0,18185,6.8,17926,209,60,0
18,4,1,6,5,9,0,0,0,16693,7.0,18761,227,57,16,4,7,0,0,0,15796,7.0,17671,237,36,1
15,1,1,10,4,11,0,0,0,18314,7.0,17903,219,31,11,0,6,1,0,0,14430,6.6,15679,167,48,1
13,1,1,3,3,4,0,0,0,15716,7.0,17405,241,56,14,3,1,1,0,0,16127,7.2,19618,246,72,0
18,1,0,4,7,4,1,0,0,14562,6.2,15997,206,35,17,4,6,0,0,0,16419,7.0,17973,214,53,0
16,6,0,7,9,4,0,0,0,16649,7.2,18909,230,48,34,2,13,0,0,0,17009,6.8,18251,203,37,0
15,3,1,5,7,6,1,0,1,16609,6.8,16960,216,33,16,1,3,0,0,0,16874,7.2,19061,225,70,0
86,3,1,6,4,10,0,0,0,17275,7.2,19289,241,44,14,1,4,1,0,0,15573,6.8,17937,234,60,0
16,3,1,6,1,9,1,0,0,16544,6.8,17551,208,56,55,3,3,0,0,0,14393,6.6,16825,222,51,1
10,3,0,10,6,14,1,0,0,17835,7.0,18791,212,42,19,3,7,0,0,0,16267,6.8,17790,209,54,1
40,3,1,8,8,6,1,0,0,16707,6.6,17154,217,44,13,13,12,0,0,0,16871,6.8,16811,174,49,0
17,1,0,2,6,0,0,0,0,13465,6.2,15462,191,43,15,2,6,1,0,0,16644,6.6,16399,226,43,0
24,8,0,4,5,3,0,0,0,15597,7.0,18695,238,61,27,6,3,1,0,0,16963,7.2,18937,266,50,1
17,8,0,8,8,11,0,0,0,17178,7.0,18476,216,44,21,3,6,0,0,0,17775,7.4,19674,253,52,1
79,1,0,3,7,3,0,0,0,15065,6.8,17306,239,31,17,2,6,1,1,0,17625,7.2,19368,242,63,1
24,3,0,6,5,12,0,0,0,17074,7.2,18861,242,64,62,3,7,1,0,0,16555,6.6,17425,232,52,1
26,4,0,5,3,7,0,0,0,16784,7.0,18136,252,56,13,0,2,0,0,0,16057,7.2,18702,221,55,1
56,3,1,8,6,17,0,0,0,16731,6.4,16329,205,56,17,4,6,1,0,0,16465,6.6,17241,218,35,0
11,1,0,3,12,3,0,0,0,14202,6.4,16159,200,42,14,3,16,1,0,0,18754,7.2,18448,223,35,0
11,3,1,8,8,7,0,1,0,17065,7.6,19772,214,51,14,1,6,1,0,0,16546,7.0,18766,204,51,0
15,5,0,5,6,7,0,1,0,15913,6.8,17592,202,41,16,3,3,1,0,0,16757,7.2,18281,247,56,0
16,2,1,7,2,8,0,0,0,17381,7.2,18931,258,42,18,2,2,1,0,0,14992,7.0,18039,216,56,0
18,3,0,8,6,6,1,1,0,17316,7.0,18199,206,68,17,3,8,0,0,0,16549,6.8,17403,216,52,1
54,4,1,7,3,8,0,0,0,17552,7.4,19684,233,53,14,2,3,1,1,0,15454,6.8,17500,236,46,1
33,3,0,6,9,10,0,0,0,16515,6.8,17223,208,45,18,3,13,0,0,0,17535,6.6,16730,197,36,1
14,2,0,7,11,7,0,0,0,15177,6.4,15795,152,36,41,0,9,0,0,0,19068,7.2,18484,218,43,1
105,1,1,6,7,3,0,0,0,15720,6.8,17660,187,43,13,3,6,0,1,0,17582,7.2,18986,240,52,0
10,0,1,9,5,6,1,0,0,17775,6.8,18094,222,54,6,0,5,0,0,0,14146,5.6,12983,123,55,1
26,2,0,7,7,4,0,0,0,16875,7.2,18652,214,52,16,2,13,1,0,0,17066,7.0,18119,230,40,1
38,1,1,5,3,5,0,0,0,15999,7.0,18110,211,45,14,1,3,0,0,0,15502,7.2,18853,229,60,0
20,4,0,6,8,5,0,1,0,16022,6.8,17899,206,44,18,4,12,1,0,0,19085,7.2,19575,240,55,0
16,2,1,10,8,10,0,0,0,17665,6.8,17473,207,44,16,4,6,0,0,0,16912,6.8,18060,191,45,1
14,5,1,9,2,13,1,0,0,18081,7.2,19648,214,57,19,2,2,0,0,0,13848,6.6,16542,193,45,1
57,1,0,4,5,3,1,0,0,15288,7.0,18195,242,56,18,4,9,0,0,0,16826,7.0,18515,226,60,0
21,3,1,4,6,5,0,0,0,15454,6.8,17256,199,45,15,5,3,1,1,1,17102,7.0,18610,217,52,1
13,2,0,6,6,9,1,0,0,16239,7.0,18439,203,52,19,3,3,0,0,0,16203,7.2,18673,224,50,1
18,5,0,5,4,3,0,0,0,16373,7.2,19296,247,62,35,5,1,1,0,0,16056,7.2,18657,254,52,1
16,3,1,6,9,8,1,0,0,16052,7.0,17653,221,45,16,3,9,0,0,0,17610,7.0,18153,212,40,0
18,4,1,5,5,7,0,0,0,16524,7.0,18962,245,59,22,2,6,1,1,0,16428,7.0,18983,257,56,0
15,2,0,11,4,11,0,0,0,18470,7.4,19952,231,59,37,0,3,0,0,0,15052,6.4,16344,214,36,1
15,5,0,4,3,4,0,0,0,15755,7.2,19845,225,64,17,2,2,1,1,0,14804,7.0,17652,197,48,1
20,4,1,5,3,8,1,1,0,16321,7.0,18143,249,52,17,1,4,0,0,0,15170,7.0,18251,218,47,1
15,1,1,8,6,4,0,0,1,17706,6.8,18003,194,40,16,1,7,1,0,0,15813,6.6,17240,193,44,1
16,6,1,4,1,4,1,1,0,15492,7.0,18241,212,56,15,2,0,0,0,0,14080,6.8,17504,236,52,1
15,3,1,8,9,8,0,0,0,17802,7.2,18241,226,55,18,4,11,1,0,0,18003,6.8,18255,203,52,0
54,2,1,8,4,6,1,1,0,16774,7.2,18465,240,48,12,2,5,0,0,0,16474,7.4,19033,231,68,0
12,2,0,3,7,2,1,0,0,14663,6.8,17795,206,59,13,1,9,0,0,0,16647,7.0,18510,205,52,0
18,3,1,5,8,3,0,0,0,15177,6.6,16094,206,33,15,3,7,1,0,0,17576,7.0,18411,243,47,0
56,2,0,4,5,5,0,0,0,15574,7.0,17489,219,52,14,3,3,1,0,0,16190,7.2,18838,232,72,0
12,2,0,1,4,1,0,0,0,13943,6.4,17306,229,50,17,3,6,1,1,1,17404,7.0,18659,244,60,1
17,1,1,9,3,9,0,1,0,18159,7.4,19769,245,52,20,4,4,1,0,0,15122,6.6,17092,213,50,1
15,2,0,8,8,8,0,1,0,16836,6.8,17998,228,49,15,2,12,0,0,0,16888,7.0,18299,186,52,1
14,0,0,10,4,13,1,0,0,19359,7.2,19182,243,53,53,4,5,0,0,0,14935,6.8,16519,189,62,1
16,3,1,9,8,12,0,0,0,17121,6.6,16462,212,36,16,1,9,0,1,0,16904,6.4,16028,173,35,1
15,2,1,14,4,15,1,0,0,19331,7.0,19211,213,46,14,1,7,0,0,0,15042,6.4,15221,171,36,0
30,3,1,9,5,8,1,0,0,17826,7.2,18216,220,54,16,1,2,0,0,0,14752,6.4,16943,205,37,1
18,6,1,4,2,6,1,1,0,15837,7.0,18178,226,68,17,7,1,0,0,0,15412,7.0,17756,255,38,1
19,8,0,5,4,5,1,0,0,16221,7.0,18135,241,49,22,2,9,0,0,0,14764,6.6,16196,205,43,0
16,3,1,7,8,7,1,0,0,17442,6.8,17426,236,36,18,3,8,0,0,0,17289,6.8,17945,226,48,1
23,1,0,4,7,6,0,0,0,15210,6.6,16010,207,40,35,1,8,1,1,0,17371,7.4,19232,214,72,0
15,3,0,6,4,3,1,0,0,15981,7.0,18320,219,60,18,5,4,0,0,0,15627,6.6,16855,217,47,1
17,4,0,7,2,6,1,0,0,17616,7.0,18140,243,54,19,4,4,0,1,0,15026,6.6,17122,248,46,1
20,0,1,13,8,20,1,0,0,17564,6.6,15596,167,28,18,2,10,0,0,0,15532,6.0,14403,170,34,1
15,4,1,5,4,6,0,1,0,16457,7.0,18669,229,60,19,2,7,0,0,0,15434,6.6,16915,219,53,0
17,3,0,7,6,8,0,0,0,16441,6.4,16272,218,42,39,5,6,1,0,0,16309,7.0,18885,203,69,0
17,5,1,1,3,1,0,0,0,15221,6.8,17418,266,45,14,4,4,1,0,0,15400,6.6,17881,240,46,0
57,3,1,8,7,5,0,0,0,16204,6.6,17473,184,47,17,4,7,1,0,0,17220,7.0,18779,210,51,0
37,6,1,6,8,7,0,0,0,16595,7.2,18766,217,57,19,1,10,1,1,0,17424,7.2,18477,220,62,0
13,2,0,3,9,1,0,0,0,14100,6.4,16543,189,52,17,4,8,1,1,0,18703,7.2,19589,241,65,0
16,2,0,4,4,3,0,0,0,15502,6.6,17035,221,53,21,2,5,1,0,0,14871,6.4,15631,207,48,1
12,2,0,2,5,2,0,0,0,14119,6.6,16231,216,50,38,2,9,1,0,0,16444,6.8,18309,235,46,0
48,3,1,3,5,2,0,0,0,14349,6.6,16271,205,36,17,4,3,0,0,0,15354,6.4,16522,228,40,0
12,4,1,6,6,3,0,0,0,16701,6.8,17820,237,40,18,2,5,0,0,0,15819,6.8,17370,192,56,1
17,3,1,8,3,7,0,1,0,19318,7.8,21508,257,71,31,2,1,1,0,0,14531,6.6,16807,230,50,1
18,2,0,5,5,5,0,0,0,15191,6.6,16443,193,49,14,1,4,1,0,0,16535,7.0,19040,207,76,1
18,4,1,1,1,1,1,0,0,14529,7.0,17655,241,58,18,3,0,0,1,0,13605,6.4,16373,215,42,1
37,1,1,4,7,4,1,0,0,14867,7.0,17173,216,35,15,2,4,0,0,0,17020,7.2,19521,220,75,0
14,2,1,6,9,4,0,0,0,16978,6.8,17957,229,60,34,1,11,0,1,0,18567,7.8,20864,193,75,1
17,3,1,5,4,6,1,1,0,16635,7.0,18522,217,51,61,0,9,0,0,0,15836,6.8,18283,240,52,0
46,1,0,4,10,3,0,0,0,15400,6.6,16607,188,45,51,2,13,1,0,0,17952,6.8,18659,212,50,0
18,3,0,2,8,2,0,0,0,14868,6.6,17584,224,53,20,2,4,0,0,0,16014,6.8,18025,162,44,1
17,2,1,8,8,13,0,0,0,16934,6.4,16045,193,44,15,1,6,1,0,0,16687,6.6,16820,191,56,0
18,2,1,5,4,4,1,0,0,15792,7.0,17609,228,56,20,1,6,0,0,0,15109,6.6,17363,210,41,1
63,4,0,2,4,2,0,0,0,15264,7.0,17806,217,64,16,1,6,1,1,0,15550,6.8,17200,235,47,1
16,2,0,2,5,1,0,0,0,14182,6.8,16753,220,52,12,2,3,0,0,0,15882,6.8,17806,223,43,0
14,2,0,3,4,2,0,0,0,15369,7.0,17785,221,57,19,6,5,1,0,0,15851,7.0,18134,257,56,0
20,5,0,3,3,4,1,0,0,14771,6.8,17669,234,52,19,5,5,0,0,0,15687,6.8,17479,242,42,0
12,2,1,10,16,10,0,1,0,18145,6.6,17219,199,46,14,4,13,1,0,0,21373,7.2,19294,237,38,0
18,6,1,5,3,4,1,0,0,16379,6.8,18268,240,44,20,4,4,0,0,0,14950,6.8,17044,226,52,0
43,4,1,13,4,24,1,0,0,19669,7.0,17978,207,32,15,0,8,0,0,0,12793,5.2,11443,149,8,1
12,5,0,10,12,7,0,0,0,17431,6.8,17722,202,48,17,2,20,0,0,0,18725,6.8,17989,195,65,0
12,6,1,5,8,4,0,0,0,16116,6.8,16953,233,43,16,2,3,1,0,0,16205,6.8,17906,213,52,0
13,3,0,9,10,6,0,0,0,16774,7.0,17746,176,64,59,2,12,0,0,0,17904,6.8,17471,206,32,0
14,1,0,0,5,0,0,0,0,13561,6.6,16518,220,51,15,3,4,1,0,0,15519,7.0,18293,223,37,0
14,2,1,11,8,18,0,0,0,19275,7.2,18899,233,58,16,2,15,1,0,0,16564,6.8,16968,183,48,1
15,2,1,5,3,6,0,0,0,16478,6.8,17590,254,44,38,3,6,1,1,0,15271,7.2,18078,212,72,0
17,5,0,6,1,12,1,0,0,16009,6.8,17605,194,51,17,1,0,0,0,0,15324,6.6,17272,252,72,1
18,3,0,6,8,4,0,1,0,16561,7.0,18103,239,54,39,6,7,1,0,0,18198,7.2,18989,240,57,0
11,1,0,0,10,0,0,0,0,12863,6.6,16182,177,56,36,2,9,1,0,0,18824,7.6,20315,244,48,0
22,4,0,5,7,3,0,1,0,15475,7.0,18145,198,59,13,5,11,1,0,0,16285,7.0,18450,212,52,0
74,0,0,7,7,5,1,1,0,18333,6.8,18853,229,64,13,1,15,0,0,0,16668,6.8,17275,181,56,1
14,1,1,6,10,5,0,0,0,17250,7.0,18266,222,60,11,1,11,0,0,0,18112,7.4,19862,216,43,0
19,4,1,7,3,13,1,0,0,16632,6.8,16709,212,32,20,5,4,0,0,0,14910,6.2,15699,224,44,1
70,2,0,8,6,12,1,1,0,15976,7.0,18227,178,56,13,1,6,0,0,0,16698,6.6,17336,232,39,0
16,3,0,4,9,5,0,1,0,14354,6.4,15677,173,49,30,3,13,1,0,0,18678,7.0,18656,213,55,0
16,3,1,7,5,7,1,0,0,16470,7.0,17655,216,49,14,4,2,0,0,0,15838,7.0,18902,230,60,1
16,2,0,6,5,6,0,0,0,16496,7.0,18365,244,48,19,0,14,1,0,0,16376,6.6,16822,206,70,0
53,2,0,3,8,3,0,0,0,14438,6.6,17107,199,39,16,6,6,1,0,0,16940,7.0,18918,232,50,0
24,4,0,6,6,4,0,0,0,17388,7.2,19549,250,60,37,3,2,1,0,0,15394,7.2,19319,205,63,1
16,2,0,5,4,7,0,0,0,15577,6.8,17244,207,48,23,3,5,1,1,0,15453,6.8,17290,220,52,0
37,4,0,3,7,4,0,0,0,15270,7.0,18043,235,55,85,5,8,0,0,0,16699,6.4,17003,204,39,1
16,1,1,9,4,11,0,0,0,17685,7.0,17947,224,36,17,1,3,0,0,0,15425,7.0,17699,226,47,0
19,1,1,3,8,4,0,1,0,15314,7.0,17245,207,61,11,5,6,0,0,0,17205,7.2,18456,226,44,1
12,1,0,5,9,5,0,0,0,15400,7.0,17541,215,40,16,1,9,0,0,0,19512,7.4,20034,219,72,1
66,4,1,5,6,10,1,0,0,15649,6.6,17165,240,40,19,5,9,0,0,0,16858,7.0,18349,238,52,1
15,5,0,6,6,7,0,0,0,15800,6.8,17954,203,48,19,3,7,0,0,0,16766,7.0,17843,220,47,0
23,4,1,13,7,14,0,0,0,19713,7.0,18607,217,52,45,0,8,0,0,0,16918,6.8,17608,177,56,1
144,4,1,4,7,6,1,0,0,15787,7.2,18200,230,42,14,3,11,0,0,0,17643,7.4,20004,225,66,0
35,3,0,2,5,1,0,0,0,14616,7.0,18564,242,48,14,2,7,1,0,0,16057,6.8,18509,207,67,0
24,7,0,12,12,17,0,1,1,19272,6.8,16786,188,36,18,3,23,0,0,1,20239,7.0,17751,222,56,0
17,3,0,1,10,0,0,0,0,13881,6.6,16578,215,55,40,3,10,1,0,0,17637,7.2,17984,184,40,0
20,2,1,8,6,10,0,0,0,17828,7.0,18836,229,43,16,4,3,0,0,0,16786,7.0,18867,231,52,0
17,2,0,8,5,8,0,0,0,16752,7.0,18737,229,32,14,2,5,1,0,0,16169,7.0,17986,201,55,0
13,1,1,8,8,11,0,1,0,17185,6.8,16790,193,35,13,2,8,0,0,0,17431,6.8,17660,208,75,1
